"CpG","sample_id","Beta_value","sample_type","group","chr","pos","UCSC_RefGene_Name","UCSC_RefGene_Group","Position","Gene_Region","Label.x","Label.y"
"cg15199326","TCGA-KC-A7F5-01",0.8354,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7331-01",0.5783,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-ZG-A9LY-01",0.3776,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6494-01",0.4856,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-M7-A71Y-01",0.3612,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-FC-A66V-01",0.1293,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7793-01",0.3991,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A8FS-01",0.7295,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XK-AAJU-01",0.1231,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-8266-01",0.4613,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A8HL-01",0.642,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VN-A88I-01",0.3062,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HI-7169-01",0.5799,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5753-01",0.6814,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A67K-01",0.6194,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-QU-A6IM-01",0.4604,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A9TE-01",0.5962,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7115-01",0.6034,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7745-11",0.0974,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5531-01",0.3938,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A8SH-01",0.6425,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6362-01",0.7014,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-8258-01",0.3721,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5530-01",0.6568,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VN-A88M-01",0.5849,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7782-01",0.6741,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A8SF-01",0.607,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A6E2-01",0.7996,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5792-01",0.4648,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A6G1-01",0.3217,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A6M7-01",0.7833,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VP-A872-01",0.5975,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A8ML-01",0.5676,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7744-01",0.7481,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6347-01",0.4335,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A46I-01",0.4417,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XK-AAJ3-01",0.6931,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A8CY-01",0.6258,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A6E0-01",0.7277,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XK-AAK1-01",0.6202,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XK-AAIW-01",0.7213,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-8260-01",0.358,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7737-11",0.1326,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7786-11",0.298,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7740-01",0.41835,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-TP-A8TV-01",0.8027,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-FC-A6HD-01",0.7282,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-8472-01",0.7299,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5745-01",0.5708,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5508-01",0.495,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A7NH-01",0.4014,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A7B2-01",0.3136,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5740-01",0.636,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A9WH-01",0.7727,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-FC-A8O0-01",0.1138,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J9-A52C-01",0.423,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-FC-7708-01",0.4696,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7742-11",0.2707,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6351-11",0.3166,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A7AW-01",0.6459,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-7509-01",0.4946,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A67R-01",0.4733,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-WW-A8ZI-01",0.8659,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A8IJ-01",0.5487,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A83N-01",0.6039,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A6AN-01",0.6737,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6348-11",0.2549,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5499-01",0.4971,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6367-11",0.111,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-QU-A6IL-01",0.6654,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5738-01",0.5134,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A9ZI-01",0.34,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5748-01",0.4514,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A8SQ-01",0.7115,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-7522-01",0.4522,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A6AP-01",0.5211,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7785-11",0.1732,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A7B4-01",0.6739,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A83J-01",0.6252,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A8MU-01",0.4981,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5510-01",0.4484,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7327-11",0.4867,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5746-01",0.4053,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A9Z7-01",0.4808,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-M7-A725-01",0.7241,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6384-11",0.1381,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XJ-A9DI-01",0.2976,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A67N-01",0.7274,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XJ-A83G-01",0.6561,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-ZG-A8QZ-01",0.4202,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-TK-A8OK-01",0.4727,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VP-A876-01",0.5367,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A6E5-01",0.5858,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-X4-A8KQ-01",0.4474,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A8IL-01",0.4915,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7820-01",0.5496,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5739-01",0.6719,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7750-01",0.3423,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A9WX-01",0.3033,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5518-01",0.5949,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-ZG-A9NI-01",0.5892,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A9WY-01",0.406,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5763-11",0.0886,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5515-01",0.2655,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A8IH-01",0.5974,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VP-A87K-01",0.7518,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A6HY-01",0.2573,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7211-11",0.1117,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A632-01",0.5194,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6496-01",0.7297,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A7NM-01",0.5491,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-ZG-A9L6-01",0.4861,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-2A-A8VV-01",0.74,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VP-A87E-01",0.2917,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5764-01",0.5788,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5525-01",0.74,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5772-11",0.1572,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A59Z-01",0.786,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A9ZR-01",0.3928,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A6RC-01",0.465,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7792-01",0.2927,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-A9TH-01",0.5853,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-M7-A723-01",0.4145,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7789-11",0.1112,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7752-01",0.826,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A65J-01",0.6527,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A8WV-01",0.0943,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
